,smiles,sequence,interactions
25820,1476,67,1
25821,2547,133,1
25822,3076,37,0
25823,10806,18,0
25824,7589,32,0
25825,2272,1215,0
25826,1759,16,1
25827,8913,77,0
25828,2213,1132,1
25829,2841,41,0
25830,11881,73,0
25831,1977,1109,1
25832,465,111,0
25833,6653,353,0
25834,1252,18,0
25835,7901,318,0
25836,5294,46,1
25837,7418,228,1
25838,242,1346,1
25839,6892,351,1
25840,9213,329,0
25841,11196,210,1
25842,12782,3,0
25843,5572,232,0
25844,13282,514,0
25845,2739,277,0
25846,7362,35,1
25847,12599,310,1
25848,14023,768,0
25849,11323,2317,0
25850,532,1112,1
25851,859,78,1
25852,3091,7,0
25853,8195,520,1
25854,1934,67,1
25855,55,2256,0
25856,8926,1486,1
25857,1435,18,0
25858,9544,17,0
25859,6062,77,0
25860,1987,242,1
25861,5140,272,1
25862,4095,664,0
25863,1400,22,1
25864,12949,86,0
25865,8095,164,1
25866,3531,48,0
25867,7494,7,0
25868,1550,17,0
25869,24,195,1
25870,3085,187,0
25871,103,209,0
25872,7283,55,0
25873,5985,108,0
25874,9181,40,1
25875,11258,225,1
25876,8802,7,0
25877,1441,48,0
25878,8842,16,1
25879,14606,138,0
25880,956,456,0
25881,7009,212,0
25882,2873,95,0
25883,6409,46,1
25884,4063,95,1
25885,1479,243,1
25886,38,1393,0
25887,868,24,0
25888,11059,0,0
25889,2028,128,0
25890,5100,223,0
25891,42,1903,0
25892,4364,32,0
25893,6421,1383,0
25894,5303,224,1
25895,11718,100,0
25896,11379,912,1
25897,3473,101,0
25898,3911,827,0
25899,7620,217,1
25900,7110,184,0
25901,13641,343,1
25902,6973,77,0
25903,1556,235,1
25904,12659,48,0
25905,3200,85,1
25906,627,426,0
25907,6474,0,0
25908,4765,67,1
25909,14471,126,1
25910,13255,82,1
25911,279,418,0
25912,12514,67,1
25913,11040,142,0
25914,2919,456,0
25915,11233,44,0
25916,10065,51,1
25917,6421,25,0
25918,7284,3,0
25919,3043,163,1
25920,11395,143,1
25921,1137,483,0
25922,13401,67,1
25923,3811,26,0
25924,12733,284,1
25925,1201,242,1
25926,553,627,1
25927,6672,48,0
25928,4977,365,1
25929,314,47,0
25930,4618,187,1
25931,754,57,1
25932,13065,225,1
25933,5012,18,0
25934,2043,56,0
25935,12700,562,0
25936,5252,440,1
25937,12040,262,1
25938,3944,43,0
25939,5032,187,1
25940,4403,204,0
25941,14355,77,0
25942,10192,56,0
25943,12369,447,1
25944,1730,204,0
25945,86,39,1
25946,5680,19,1
25947,1168,43,0
25948,8876,931,1
25949,10241,0,0
25950,4554,307,1
25951,9040,67,1
25952,9589,50,1
25953,8383,46,1
25954,7426,48,0
25955,8988,703,1
25956,8689,41,0
25957,12844,52,0
25958,1417,52,1
25959,11178,51,1
25960,2392,27,0
25961,13711,401,1
25962,3334,3,0
25963,1715,3,0
25964,9494,3,0
25965,9510,1272,1
25966,7463,214,1
25967,992,230,1
25968,4543,51,1
25969,12511,122,1
25970,624,0,0
25971,3194,77,0
25972,5718,246,0
25973,1022,797,0
25974,5742,77,0
25975,6257,216,1
25976,8140,439,0
25977,7067,18,0
25978,8766,39,1
25979,2783,2541,1
25980,11600,67,0
25981,943,1449,0
25982,12958,242,1
25983,8694,220,1
25984,10837,939,1
25985,3585,67,1
25986,13494,100,1
25987,10905,17,0
25988,4683,389,1
25989,4366,48,0
25990,10591,86,1
25991,7435,19,0
25992,8729,463,0
25993,13112,402,0
25994,13732,73,1
25995,557,314,1
25996,11834,511,1
25997,13430,242,1
25998,3560,353,0
25999,5787,343,1
26000,9926,18,0
26001,2587,429,0
26002,1642,446,0
26003,20,582,0
26004,2213,262,1
26005,4395,17,0
26006,10143,0,0
26007,465,903,1
26008,2270,402,0
26009,10584,41,0
26010,2761,99,1
26011,922,402,0
26012,8695,77,0
26013,4153,18,0
26014,2126,369,1
26015,8570,208,0
26016,53,615,0
26017,7999,1613,0
26018,13806,658,0
26019,12068,348,1
26020,3261,7,0
26021,8774,48,0
26022,8492,47,1
26023,13356,128,0
26024,7588,35,1
26025,13975,944,0
26026,9377,131,0
26027,49,187,0
26028,14632,670,1
26029,6035,8,1
26030,11940,242,0
26031,4677,478,1
26032,9374,277,0
26033,5703,40,1
26034,9545,456,0
26035,12067,42,0
26036,12772,3,1
26037,594,473,1
26038,9818,643,1
26039,8547,204,0
26040,12029,74,0
26041,6668,322,0
26042,13471,86,1
26043,9806,134,1
26044,14293,83,1
26045,9663,23,0
26046,897,149,1
26047,8911,18,0
26048,273,142,1
26049,8476,148,1
26050,49,952,0
26051,6009,292,0
26052,1461,750,1
26053,4159,67,1
26054,14140,72,0
26055,8891,1667,1
26056,4503,441,0
26057,3160,43,1
26058,13061,442,0
26059,7507,405,0
26060,4141,418,0
26061,13439,77,0
26062,13366,128,0
26063,3659,39,1
26064,3756,67,1
26065,1735,439,0
26066,2363,17,0
26067,1659,17,0
26068,10815,60,0
26069,5719,462,0
26070,606,113,0
26071,710,204,0
26072,7008,223,0
26073,4511,1126,1
26074,10580,375,0
26075,698,124,1
26076,3608,11,0
26077,3615,362,0
26078,14404,86,1
26079,1794,19,1
26080,7854,67,1
26081,3331,41,0
26082,14093,441,1
26083,13082,19,1
26084,1225,208,0
26085,4018,37,0
26086,8718,100,1
26087,871,1,0
26088,3527,35,1
26089,6909,110,0
26090,8140,626,1
26091,10891,52,0
26092,614,77,0
26093,12574,52,1
26094,11801,348,1
26095,8030,597,0
26096,8371,77,0
26097,1159,39,1
26098,11273,82,1
26099,4310,431,0
26100,6537,330,1
26101,3728,615,0
26102,4722,3,0
26103,9740,91,1
26104,1570,351,0
26105,2591,0,0
26106,6327,827,1
26107,2226,17,0
26108,5273,1442,1
26109,1205,40,1
26110,2481,77,0
26111,1543,82,1
26112,7071,254,0
26113,4800,937,1
26114,4183,116,0
26115,6459,512,1
26116,919,668,1
26117,9080,52,0
26118,8356,0,0
26119,2545,187,1
26120,6768,409,1
26121,7935,836,1
26122,12295,100,1
26123,1095,1656,0
26124,11631,37,0
26125,3266,464,1
26126,1481,160,1
26127,5393,0,0
26128,3722,542,0
26129,458,668,0
26130,12791,115,0
26131,14498,330,0
26132,2100,60,0
26133,1527,149,0
26134,6103,17,0
26135,3809,482,1
26136,5140,330,0
26137,3248,807,1
26138,9443,100,1
26139,9468,58,1
26140,11461,112,1
26141,2462,813,1
26142,8571,101,0
26143,436,77,0
26144,5080,824,0
26145,5886,106,1
26146,11671,441,1
26147,7217,329,0
26148,7245,329,0
26149,7484,204,0
26150,305,536,0
26151,11702,119,0
26152,9645,297,0
26153,13521,35,1
26154,3705,60,0
26155,104,542,0
26156,9033,122,1
26157,2912,1051,0
26158,640,108,0
26159,5792,404,0
26160,8919,402,1
26161,12861,542,1
26162,11234,52,0
26163,6608,27,0
26164,658,1470,0
26165,1915,0,0
26166,3692,77,0
26167,1305,58,1
26168,7162,198,0
26169,7071,93,1
26170,10116,780,1
26171,11971,473,1
26172,2898,136,1
26173,6848,269,1
26174,6617,8,1
26175,2736,303,0
26176,1289,256,1
26177,570,456,0
26178,2765,3,0
26179,9810,52,0
26180,3652,52,0
26181,1839,264,1
26182,5149,67,1
26183,8265,3,0
26184,624,48,0
26185,3563,53,1
26186,2512,111,0
26187,8222,89,0
26188,503,35,1
26189,8534,40,0
26190,6796,8,1
26191,2636,86,0
26192,6335,0,0
26193,11900,9,1
26194,1601,2367,1
26195,2131,7,1
26196,1903,407,0
26197,10936,408,1
26198,571,52,0
26199,2521,369,1
26200,13022,35,1
26201,10865,402,0
26202,7567,101,0
26203,13660,637,1
26204,5976,1017,0
26205,3319,61,0
26206,11094,3,0
26207,1393,104,1
26208,202,155,0
26209,12601,473,1
26210,1036,175,0
26211,4119,200,0
26212,2868,25,0
26213,8146,518,0
26214,7559,52,0
26215,11958,101,0
26216,6468,104,1
26217,4808,122,1
26218,3197,57,1
26219,7196,18,0
26220,8809,169,0
26221,5730,35,1
26222,49,1149,0
26223,12743,18,0
26224,12978,86,0
26225,8921,895,0
26226,2927,2575,0
26227,10241,17,0
26228,6341,402,1
26229,7519,26,0
26230,1987,405,0
26231,34,223,0
26232,7736,271,0
26233,2040,445,1
26234,10495,39,1
26235,12838,41,0
26236,11640,102,0
26237,7118,88,0
26238,9728,642,1
26239,6179,992,1
26240,9898,478,1
26241,11977,77,0
26242,3682,100,1
26243,9382,18,0
26244,1179,518,0
26245,2834,345,0
26246,520,7,1
26247,6849,67,1
26248,9863,43,0
26249,3583,757,1
26250,9988,2191,1
26251,6141,1299,0
26252,9034,797,1
26253,1052,83,1
26254,12473,232,1
26255,10040,582,1
26256,534,52,0
26257,6929,129,1
26258,377,358,0
26259,2557,72,0
26260,1028,32,0
26261,3687,111,0
26262,10406,262,1
26263,3168,1942,0
26264,9352,782,1
26265,6169,7,0
26266,5590,49,0
26267,7784,67,1
26268,1834,122,1
26269,6190,483,0
26270,1120,237,1
26271,11492,547,0
26272,242,2195,1
26273,1621,31,1
26274,1972,834,1
26275,429,964,0
26276,6708,60,0
26277,3924,77,0
26278,2047,473,1
26279,13461,105,1
26280,4492,361,0
26281,8936,91,0
26282,7875,91,0
26283,6383,514,0
26284,3015,231,0
26285,5992,35,1
26286,1917,710,1
26287,1088,539,0
26288,2987,126,1
26289,4147,3,0
26290,7831,60,0
26291,11783,189,1
26292,9839,857,1
26293,4655,924,1
26294,49,435,0
26295,10254,100,1
26296,12364,68,0
26297,3137,716,1
26298,458,440,0
26299,3325,3,0
26300,4445,67,1
26301,9280,2353,0
26302,5151,457,0
26303,5884,24,0
26304,12294,83,1
26305,6885,521,1
26306,8085,82,1
26307,14394,137,0
26308,1206,133,0
26309,863,1630,0
26310,863,365,0
26311,13990,473,1
26312,2474,943,1
26313,11803,237,1
26314,2058,736,1
26315,2592,48,0
26316,13903,91,1
26317,2022,109,1
26318,1870,974,1
26319,13526,18,0
26320,4443,2487,1
26321,800,93,0
26322,11766,771,1
26323,758,389,1
26324,5738,68,0
26325,5732,40,1
26326,666,7,0
26327,1430,37,0
26328,3594,579,1
26329,9297,259,1
26330,4781,35,1
26331,257,180,1
26332,14238,89,0
26333,14163,777,0
26334,4337,79,0
26335,99,37,0
26336,8496,137,0
26337,2676,18,0
26338,7357,35,1
26339,8775,49,0
26340,4893,37,0
26341,8690,318,0
26342,6694,220,1
26343,2969,1064,0
26344,6714,829,1
26345,9433,40,1
26346,7258,7,0
26347,14635,224,1
26348,1771,667,1
26349,9738,111,0
26350,1728,1677,0
26351,4346,100,1
26352,9708,424,1
26353,7117,47,1
26354,472,691,1
26355,49,144,0
26356,10741,39,1
26357,212,147,0
26358,5412,52,0
26359,3761,1163,1
26360,8472,3,0
26361,2452,40,0
26362,9988,288,0
26363,869,1,0
26364,449,269,1
26365,9146,543,1
26366,1095,342,0
26367,6986,267,0
26368,2127,126,1
26369,11019,69,1
26370,1677,220,1
26371,6151,24,0
26372,13468,149,0
26373,2327,67,1
26374,914,100,1
26375,6351,160,1
26376,2897,380,0
26377,4885,1953,0
26378,6681,125,1
26379,11125,26,1
26380,11626,8,1
26381,12393,77,0
26382,4388,0,0
26383,6131,17,0
26384,661,34,1
26385,2828,60,0
26386,880,762,0
26387,9452,198,0
26388,4503,193,1
26389,8690,129,0
26390,13576,565,0
26391,1089,226,0
26392,6821,219,1
26393,3672,396,0
26394,3204,29,0
26395,6499,149,0
26396,4271,44,0
26397,14379,1163,0
26398,5514,56,0
26399,9183,216,1
26400,5421,122,0
26401,315,279,1
26402,177,447,1
26403,2119,129,1
26404,7492,1513,0
26405,635,90,1
26406,627,1510,0
26407,6499,254,1
26408,281,17,0
26409,13991,163,0
26410,14001,0,0
26411,6702,141,0
26412,3732,204,0
26413,12651,129,1
26414,13069,100,1
26415,57,77,0
26416,268,505,0
26417,1959,2343,0
26418,7243,329,1
26419,5802,427,1
26420,5417,109,1
26421,3903,3,0
26422,2236,769,1
26423,5087,28,1
26424,6142,90,0
26425,1095,100,0
26426,9916,243,0
26427,4885,826,0
26428,469,242,1
26429,9161,831,1
26430,11911,809,0
26431,4678,797,0
26432,14320,666,1
26433,10607,2284,1
26434,13798,368,0
26435,5875,527,1
26436,13335,79,1
26437,8436,109,0
26438,7036,113,1
26439,12848,440,0
26440,8350,39,1
26441,10668,947,1
26442,1533,67,1
26443,3328,895,0
26444,3193,7,1
26445,7039,922,0
26446,8972,17,0
26447,9922,3,0
26448,12314,37,0
26449,11255,557,0
26450,14245,739,1
26451,6824,265,1
26452,48,403,0
26453,4935,3,0
26454,12326,82,1
26455,14016,228,1
26456,5604,562,0
26457,472,1525,1
26458,509,3,0
26459,7338,1652,1
26460,278,0,0
26461,14365,269,1
26462,11637,42,0
26463,565,319,0
26464,6954,41,0
26465,2478,219,1
26466,372,390,0
26467,11985,52,0
26468,9153,43,0
26469,11150,288,1
26470,268,66,0
26471,5490,1285,1
26472,3677,727,1
26473,6705,33,0
26474,8535,19,1
26475,12075,230,1
26476,8139,196,0
26477,11413,256,1
26478,4418,5,0
26479,10329,1032,0
26480,11167,288,1
26481,943,1348,0
26482,4702,52,0
26483,3951,266,0
26484,2087,391,0
26485,1166,0,0
26486,4253,319,0
26487,14488,1277,1
26488,3311,77,0
26489,4676,382,1
26490,1207,37,0
26491,3812,100,1
26492,8861,1625,0
26493,5022,103,1
26494,4718,721,0
26495,156,22,1
26496,8076,111,0
26497,12100,1698,0
26498,4420,185,0
26499,2004,189,1
26500,8481,18,0
26501,2637,402,0
26502,9312,970,0
26503,1952,3,0
26504,1843,519,0
26505,271,89,1
26506,12651,297,0
26507,4206,48,0
26508,1080,1127,1
26509,10950,330,1
26510,10160,176,1
26511,5785,103,1
26512,1898,1,0
26513,3856,248,1
26514,780,86,0
26515,1693,3,0
26516,13261,300,1
26517,2422,77,0
26518,12149,2290,0
26519,5653,237,1
26520,5830,969,1
26521,734,1571,0
26522,2110,1415,0
26523,1768,265,1
26524,7533,816,0
26525,10337,126,1
26526,6991,546,1
26527,7367,3,0
26528,798,658,0
26529,48,228,0
26530,10274,607,1
26531,4842,48,0
26532,9242,1138,1
26533,3430,220,0
26534,5576,1335,0
26535,9659,50,1
26536,2110,487,0
26537,978,269,1
26538,2246,483,0
26539,1999,181,0
26540,11645,343,1
26541,267,476,0
26542,10030,254,0
26543,481,447,1
26544,169,891,0
26545,13275,50,1
26546,6193,400,1
26547,8542,979,0
26548,3751,8,1
26549,4315,266,0
26550,11087,1346,0
26551,697,32,0
26552,3176,259,1
26553,10603,0,0
26554,13053,18,0
26555,4312,891,0
26556,2856,19,1
26557,10256,439,1
26558,1772,74,0
26559,11466,77,0
26560,126,0,0
26561,5193,364,1
26562,7967,35,1
26563,1089,859,0
26564,4133,575,0
26565,9099,25,0
26566,14332,32,0
26567,12626,77,0
26568,55,1407,1
26569,12099,39,1
26570,6213,396,0
26571,2226,48,0
26572,8260,271,1
26573,4548,534,1
26574,5780,60,0
26575,1396,624,0
26576,115,1731,0
26577,11087,33,1
26578,2079,200,0
26579,10143,222,0
26580,1507,978,0
26581,7955,116,0
26582,2693,100,1
26583,2551,1629,0
26584,8703,2281,0
26585,3774,17,0
26586,6534,1393,1
26587,10402,39,1
26588,3420,76,0
26589,6151,462,0
26590,7606,60,0
26591,6345,196,0
26592,1037,61,0
26593,2938,73,1
26594,1989,3,0
26595,1098,66,0
26596,9877,61,1
26597,6898,170,1
26598,11295,40,1
26599,4651,126,1
26600,904,600,1
26601,421,405,0
26602,291,58,0
26603,3771,0,0
26604,4288,169,0
26605,5382,344,0
26606,12696,82,1
26607,9888,18,0
26608,3750,693,0
26609,473,197,0
26610,3899,24,0
26611,1355,212,0
26612,548,1454,0
26613,4458,3,1
26614,11166,87,0
26615,2430,129,1
26616,302,941,1
26617,2158,77,0
26618,7314,137,0
26619,2314,243,0
26620,736,379,0
26621,3350,180,1
26622,7101,100,0
26623,8207,402,1
26624,7562,93,1
26625,8347,1126,1
26626,3340,32,0
26627,3226,165,1
26628,2876,288,1
26629,3046,52,0
26630,4777,563,1
26631,4043,789,0
26632,9347,67,1
26633,2415,1873,0
26634,7088,35,1
26635,1422,25,0
26636,2121,1357,0
26637,7594,978,0
26638,14621,137,0
26639,2882,269,1
26640,11597,77,0
26641,7116,7,0
26642,5253,254,0
26643,240,170,1
26644,6791,473,1
26645,3834,86,0
26646,2924,1595,0
26647,10345,1091,0
26648,9066,18,0
26649,9242,417,0
26650,12184,189,1
26651,8226,462,0
26652,6273,563,1
26653,267,418,0
26654,1258,2371,0
26655,3085,278,0
26656,2177,197,0
26657,13931,264,1
26658,8033,95,1
26659,13177,67,1
26660,4980,48,1
26661,4862,246,0
26662,8842,1661,1
26663,5269,260,0
26664,3800,3,0
26665,12925,985,0
26666,13942,269,0
26667,2120,0,0
26668,4222,208,0
26669,7349,483,0
26670,1467,17,0
26671,10184,547,0
26672,12565,74,1
26673,14105,1064,0
26674,5788,409,1
26675,13921,2202,0
26676,907,60,0
26677,9326,2451,1
26678,1642,473,0
26679,659,1039,1
26680,579,390,0
26681,4213,204,0
26682,1845,390,1
26683,351,698,0
26684,1527,292,0
26685,13528,904,0
26686,3289,242,1
26687,8954,3,0
26688,7405,1247,0
26689,10342,424,1
26690,10087,756,1
26691,6622,242,0
26692,7449,514,0
26693,10328,0,0
26694,3584,248,1
26695,8729,204,0
26696,11668,102,0
26697,1867,40,0
26698,1359,584,0
26699,5524,583,0
26700,11498,53,1
26701,2840,365,0
26702,4461,77,0
26703,14386,67,1
26704,9060,67,1
26705,9239,126,1
26706,11487,77,0
26707,8755,249,0
26708,5884,149,1
26709,1208,77,0
26710,658,797,0
26711,515,881,0
26712,668,877,0
26713,6567,1030,1
26714,14186,402,0
26715,2337,119,0
26716,12788,35,1
26717,2364,957,0
26718,8609,269,1
26719,11491,49,1
26720,4428,148,1
26721,5802,615,0
26722,1776,207,1
26723,2067,412,0
26724,4842,390,1
26725,6728,48,0
26726,10109,360,1
26727,305,31,0
26728,1234,0,0
26729,3137,425,1
26730,13172,369,1
26731,42,0,0
26732,658,2604,1
26733,7868,344,0
26734,7485,3,1
26735,2968,17,0
26736,7890,259,1
26737,8928,37,0
26738,1014,18,0
26739,1628,1085,1
26740,4291,39,1
26741,5468,289,0
26742,5286,187,0
26743,2491,19,1
26744,10379,246,0
26745,2914,49,1
26746,1802,687,1
26747,10343,361,0
26748,951,34,1
26749,6033,41,0
26750,1276,1655,0
26751,7089,546,1
26752,3084,17,0
26753,833,17,0
26754,4123,431,1
26755,400,646,1
26756,2156,1647,1
26757,5675,780,1
26758,13820,7,0
26759,8883,687,1
26760,1920,343,1
26761,4647,354,0
26762,1011,116,0
26763,7940,181,0
26764,2170,447,1
26765,3150,3,0
26766,12374,2114,0
26767,6552,2488,1
26768,5197,0,0
26769,7712,142,0
26770,3554,742,0
26771,5857,171,1
26772,8013,222,0
26773,691,269,1
26774,9140,67,1
26775,2061,1483,1
26776,1550,51,1
26777,2805,77,0
26778,9898,228,0
26779,1939,52,0
26780,10306,1826,1
26781,11058,1369,1
26782,2271,25,0
26783,7578,402,1
26784,1029,859,1
26785,288,40,0
26786,5211,743,0
26787,7530,542,0
26788,8161,18,0
26789,4237,833,1
26790,1339,66,0
26791,13031,739,1
26792,10285,67,1
26793,7775,60,0
26794,1317,572,1
26795,14536,357,0
26796,1796,41,0
26797,7092,8,1
26798,3017,1580,0
26799,8087,400,1
26800,10452,149,1
26801,8308,462,0
26802,9038,204,1
26803,5932,204,0
26804,6578,149,0
26805,12564,464,0
26806,2751,246,1
26807,14285,741,1
26808,2466,3,0
26809,20,1377,1
26810,10321,35,1
26811,2108,17,0
26812,9185,223,0
26813,1391,15,1
26814,14279,462,1
26815,7146,458,1
26816,871,463,0
26817,6451,223,0
26818,727,44,0
26819,9173,3,0
26820,217,2242,0
26821,9509,219,1
26822,13696,82,1
26823,301,206,0
26824,7325,39,0
26825,1102,7,0
26826,465,175,1
26827,8986,25,0
26828,6246,32,0
26829,6682,219,1
26830,242,1149,1
26831,8181,1461,1
26832,10788,91,0
26833,9539,343,1
26834,958,42,0
26835,13395,77,0
26836,1225,456,0
26837,1102,447,0
26838,3679,859,1
26839,479,39,0
26840,5860,93,1
26841,10589,463,0
26842,9667,219,1
26843,7147,40,0
26844,5956,537,0
26845,10500,49,1
26846,14305,52,0
26847,350,1109,1
26848,4203,276,1
26849,1132,8,1
26850,12128,126,1
26851,4674,405,0
26852,13940,67,1
26853,8324,17,0
26854,13067,19,1
26855,8113,782,0
26856,13100,91,1
26857,790,343,1
26858,2766,93,1
26859,2231,0,0
26860,3575,267,0
26861,10358,204,0
26862,4980,418,0
26863,7876,24,0
26864,11703,176,1
26865,5656,0,0
26866,8749,336,0
26867,2983,1809,1
26868,14416,146,1
26869,9037,129,0
26870,3632,1596,0
26871,5026,237,0
26872,1548,22,0
26873,799,19,1
26874,9467,3,0
26875,9070,348,0
26876,7431,1540,0
26877,14135,50,1
26878,1870,43,0
26879,553,77,0
26880,10761,91,1
26881,1231,537,0
26882,13274,52,1
26883,3617,998,0
26884,11594,49,1
26885,4410,1743,1
26886,4013,126,1
26887,6673,397,1
26888,2242,771,1
26889,362,256,1
26890,14455,128,0
26891,1468,54,1
26892,10773,77,0
26893,2318,219,1
26894,13815,68,0
26895,13222,100,1
26896,12561,182,0
26897,6861,1429,0
26898,10401,17,0
26899,8164,534,1
26900,9510,96,1
26901,13010,1103,0
26902,5895,402,0
26903,3864,343,1
26904,1734,1276,1
26905,82,71,0
26906,10973,449,1
26907,7994,27,1
26908,7125,371,1
26909,6658,55,1
26910,7153,2182,0
26911,2494,716,1
26912,12608,19,1
26913,7008,242,1
26914,3365,128,1
26915,3594,832,0
26916,911,1483,1
26917,4322,9,1
26918,4982,34,0
26919,659,1369,1
26920,6831,18,0
26921,2562,771,1
26922,5617,412,0
26923,10146,48,0
26924,8296,1151,1
26925,5743,292,0
26926,12735,855,0
26927,14069,69,0
26928,320,104,1
26929,1519,43,1
26930,6108,1332,0
26931,4119,22,0
26932,7684,67,1
26933,12660,32,1
26934,7542,32,0
26935,49,631,0
26936,11118,100,1
26937,12484,128,0
26938,11874,18,0
26939,12260,82,1
26940,1900,1617,1
26941,7794,402,0
26942,12383,658,0
26943,9322,86,1
26944,481,242,1
26945,13318,41,0
26946,5694,25,0
26947,1959,1134,0
26948,5867,281,0
26949,6028,214,1
26950,7067,67,1
26951,11009,52,0
26952,591,48,0
26953,45,42,0
26954,5569,515,0
26955,5083,35,1
26956,3311,400,1
26957,5809,17,0
26958,2224,0,0
26959,5727,37,0
26960,7249,442,0
26961,4190,34,0
26962,10293,264,1
26963,14244,220,0
26964,12414,473,1
26965,5570,18,0
26966,5913,626,0
26967,10341,149,1
26968,613,88,1
26969,8091,163,0
26970,10888,176,1
26971,14109,100,1
26972,9436,170,1
26973,277,3,1
26974,7117,77,0
26975,11692,460,0
26976,4986,52,0
26977,8711,433,0
26978,2249,552,1
26979,3799,115,0
26980,2930,272,1
26981,1652,558,0
26982,9305,405,0
26983,1473,30,1
26984,1946,443,0
26985,1055,697,0
26986,10344,348,0
26987,6725,445,1
26988,11236,94,0
26989,5682,216,0
26990,10430,100,1
26991,658,1248,0
26992,740,381,0
26993,749,26,0
26994,1439,405,1
26995,11026,101,0
26996,6103,193,1
26997,5009,77,0
26998,12945,100,1
26999,9920,18,0
27000,2157,242,0
27001,1602,196,0
27002,13740,126,1
27003,6999,47,1
27004,13632,42,0
27005,1695,102,0
27006,4668,4,0
27007,2508,54,1
27008,9380,269,1
27009,11036,164,1
27010,2174,1424,0
27011,6941,17,0
27012,2329,18,0
27013,7236,5,0
27014,1658,882,1
27015,3134,60,0
27016,12305,18,1
27017,7269,169,0
27018,581,212,0
27019,2192,118,0
27020,4106,121,0
27021,10584,17,0
27022,5453,287,0
27023,4612,220,0
27024,8247,100,0
27025,1089,566,0
27026,6381,56,0
27027,6917,374,0
27028,4397,17,0
27029,1993,246,0
27030,5282,77,0
27031,9908,267,0
27032,3311,455,1
27033,1498,100,1
27034,5103,77,0
27035,1251,49,0
27036,10291,770,1
27037,9313,991,1
27038,8535,0,0
27039,13703,439,0
27040,12384,40,0
27041,37,7,0
27042,2044,1530,1
27043,8210,269,0
27044,8152,1206,1
27045,14078,259,0
27046,1807,223,0
27047,14328,50,1
27048,5799,967,0
27049,9138,27,1
27050,9300,561,0
27051,6021,39,1
27052,182,324,0
27053,4064,219,1
27054,9164,77,0
27055,4017,77,0
27056,6697,7,0
27057,13537,48,0
27058,9207,300,1
27059,8924,329,0
27060,6171,195,0
27061,9736,82,1
27062,1870,440,1
27063,2904,187,0
27064,79,1,0
27065,13388,341,1
27066,4777,230,1
27067,3337,37,0
27068,9377,115,0
27069,3961,557,0
27070,7721,262,1
27071,1590,42,0
27072,115,129,1
27073,4242,48,0
27074,5317,969,1
27075,10915,10,0
27076,138,1707,0
27077,14351,224,1
27078,2403,49,1
27079,11411,7,0
27080,2146,100,1
27081,6575,35,1
27082,14363,182,0
27083,3959,189,1
27084,7256,23,0
27085,290,37,0
27086,1270,926,0
27087,1628,175,0
27088,11780,49,0
27089,623,242,1
27090,4968,25,0
27091,8797,224,0
27092,513,74,1
27093,1870,49,0
27094,12775,1063,1
27095,1769,136,1
27096,10166,228,0
27097,2822,52,0
27098,14431,7,1
27099,12243,18,0
27100,3812,204,0
27101,9853,128,0
27102,2282,2468,0
27103,14052,129,1
27104,1690,1104,0
27105,1854,242,1
27106,7886,149,0
27107,10246,376,0
27108,12127,542,1
27109,7732,17,0
